tavg,prcp,snow,year,month,day,hour,wind,wind_flag
14.2,1,0,2021,4,20,0,22.4,0
13.5,1,0,2021,4,21,0,28.85,0
13.2,1,0,2021,4,22,0,27.1,0
13.9,1,0,2021,4,23,0,18.65,0
14.1,1,0,2021,4,24,0,18.4,0
15.9,1,0,2021,4,25,0,30.0,0
15.6,1,0,2021,4,26,0,34.0,1
14.7,1,0,2021,4,27,0,16.7,0
15.6,1,0,2021,4,28,0,15.75,0
16.1,1,0,2021,4,29,0,23.9,0
16.0,1,0,2021,4,30,0,21.45,0
14.8,1,0,2021,5,1,0,24.25,0
13.3,1,0,2021,5,2,0,25.950000000000003,0
13.6,1,0,2021,5,3,0,20.049999999999997,0
14.4,1,0,2021,5,4,0,26.9,0
16.0,1,0,2021,5,5,0,21.65,0
17.0,1,0,2021,5,6,0,34.55,1
17.1,1,0,2021,5,7,0,19.85,0
17.9,1,0,2021,5,8,0,21.8,0
17.7,1,0,2021,5,9,0,30.35,1
17.3,1,0,2021,5,10,0,21.6,0
16.8,1,0,2021,5,11,0,28.7,0
15.9,1,0,2021,5,12,0,30.349999999999998,1
16.8,1,0,2021,5,13,0,31.349999999999998,1
16.8,1,0,2021,5,14,0,25.099999999999998,0
17.2,1,0,2021,5,15,0,28.65,0
19.3,1,0,2021,5,16,0,28.7,0
16.7,1,0,2021,5,17,0,24.85,0
17.8,1,0,2021,5,18,0,29.0,0
16.6,1,0,2021,5,19,0,24.7,0
17.4,1,0,2021,5,20,0,21.25,0
17.9,1,0,2021,5,21,0,23.799999999999997,0
16.7,1,0,2021,5,22,0,20.6,0
15.6,1,0,2021,5,23,0,18.25,0
17.7,1,0,2021,5,24,0,30.35,1
16.8,1,0,2021,5,25,0,20.35,0
16.9,1,0,2021,5,26,0,20.2,0
18.1,1,0,2021,5,27,0,19.1,0
19.1,1,0,2021,5,28,0,18.5,0
20.6,1,0,2021,5,29,0,23.5,0
21.2,1,0,2021,5,30,0,18.5,0
20.7,1,0,2021,5,31,0,17.15,0
20.0,1,0,2021,6,1,0,20.95,0
20.4,1,0,2021,6,2,0,21.8,0
21.0,1,0,2021,6,3,0,25.849999999999998,0
21.2,1,0,2021,6,4,0,27.0,0
20.4,1,0,2021,6,5,0,20.0,0
21.6,1,0,2021,6,6,0,27.25,0
20.5,1,0,2021,6,7,0,20.700000000000003,0
20.9,1,0,2021,6,8,0,22.65,0
22.4,1,0,2021,6,9,0,17.85,0
23.8,1,0,2021,6,10,0,24.4,0
24.7,1,0,2021,6,11,0,18.2,0
25.1,1,0,2021,6,12,0,20.6,0
25.8,1,0,2021,6,13,0,22.25,0
25.7,1,0,2021,6,14,0,22.6,0
26.2,1,0,2021,6,15,0,19.450000000000003,0
25.7,1,0,2021,6,16,0,23.3,0
24.4,1,0,2021,6,17,0,37.65,1
23.4,1,0,2021,6,18,0,21.2,0
24.0,1,0,2021,6,19,0,17.3,0
23.8,1,0,2021,6,20,0,24.65,0
24.3,1,0,2021,6,21,0,26.9,0
22.9,1,0,2021,6,22,0,20.7,0
20.9,1,0,2021,6,23,0,20.5,0
21.3,1,0,2021,6,24,0,20.3,0
22.1,1,0,2021,6,25,0,24.599999999999998,0
22.6,1,0,2021,6,26,0,24.049999999999997,0
23.4,1,0,2021,6,27,0,20.3,0
23.3,1,0,2021,6,28,0,18.9,0
23.4,1,0,2021,6,29,0,20.9,0
23.6,1,0,2021,6,30,0,22.200000000000003,0
24.1,1,0,2021,7,1,0,24.8,0
23.7,1,0,2021,7,2,0,22.9,0
24.3,1,0,2021,7,3,0,24.900000000000002,0
23.9,1,0,2021,7,4,0,22.700000000000003,0
24.1,1,0,2021,7,5,0,21.9,0
26.5,0,0,2021,7,6,0,21.5,0
24.4,1,0,2021,7,7,0,18.75,0
23.8,1,0,2021,7,8,0,23.95,0
24.2,1,0,2021,7,9,0,30.75,1
24.1,1,0,2021,7,10,0,30.65,1
24.6,1,0,2021,7,11,0,19.65,0
24.7,1,0,2021,7,12,0,22.85,0
22.6,1,0,2021,7,13,0,24.65,0
22.3,1,0,2021,7,14,0,23.8,0
23.3,1,0,2021,7,15,0,22.65,0
23.7,1,0,2021,7,16,0,21.4,0
23.8,1,0,2021,7,17,0,24.2,0
24.3,1,0,2021,7,18,0,25.6,0
26.1,1,0,2021,7,19,0,29.05,0
25.3,1,0,2021,7,20,0,27.45,0
25.7,1,0,2021,7,21,0,24.4,0
25.8,1,0,2021,7,22,0,27.1,0
26.1,1,0,2021,7,23,0,21.9,0
25.8,1,0,2021,7,24,0,24.849999999999998,0
25.3,1,0,2021,7,25,0,18.6,0
25.1,1,0,2021,7,26,0,19.4,0
25.0,1,0,2021,7,27,0,27.1,0
24.5,1,0,2021,7,28,0,23.35,0
24.6,1,0,2021,7,29,0,21.5,0
25.6,1,0,2021,7,30,0,21.450000000000003,0
25.4,0,0,2021,7,31,0,21.55,0
22.3,0,0,2021,8,1,0,20.049999999999997,0
23.2,1,0,2021,8,2,0,18.65,0
24.7,1,0,2021,8,3,0,23.85,0
24.3,1,0,2021,8,4,0,21.7,0
24.1,1,0,2021,8,5,0,26.5,0
24.7,1,0,2021,8,6,0,28.05,0
25.3,1,0,2021,8,7,0,23.3,0
23.7,1,0,2021,8,8,0,19.15,0
23.0,1,0,2021,8,9,0,16.95,0
24.7,1,0,2021,8,10,0,19.85,0
26.0,1,0,2021,8,11,0,17.5,0
26.6,1,0,2021,8,12,0,20.0,0
26.3,1,0,2021,8,13,0,17.5,0
26.9,1,0,2021,8,14,0,21.3,0
26.6,1,0,2021,8,15,0,20.75,0
26.0,1,0,2021,8,16,0,25.25,0
24.6,1,0,2021,8,17,0,21.9,0
24.0,1,0,2021,8,18,0,21.85,0
23.2,1,0,2021,8,19,0,17.55,0
24.8,1,0,2021,8,20,0,19.85,0
25.5,1,0,2021,8,21,0,24.4,0
25.1,1,0,2021,8,22,0,17.950000000000003,0
24.6,1,0,2021,8,23,0,19.8,0
24.3,1,0,2021,8,24,0,20.85,0
23.9,1,0,2021,8,25,0,18.0,0
23.7,1,0,2021,8,26,0,28.3,0
25.8,1,0,2021,8,27,0,18.299999999999997,0
24.6,1,0,2021,8,28,0,23.8,0
24.1,1,0,2021,8,29,0,20.25,0
22.1,1,0,2021,8,30,0,18.3,0
22.9,1,0,2021,8,31,0,22.55,0
22.9,1,0,2021,9,1,0,27.3,0
23.3,1,0,2021,9,2,0,33.75,1
23.6,1,0,2021,9,3,0,19.25,0
23.3,1,0,2021,9,4,0,18.15,0
24.6,1,0,2021,9,5,0,25.1,0
25.1,1,0,2021,9,6,0,21.85,0
25.0,1,0,2021,9,7,0,16.8,0
24.8,1,0,2021,9,8,0,21.35,0
25.0,1,0,2021,9,9,0,31.700000000000003,1
22.7,1,0,2021,9,10,0,21.950000000000003,0
22.9,1,0,2021,9,11,0,21.45,0
24.2,1,0,2021,9,12,0,19.6,0
24.8,1,0,2021,9,13,0,24.599999999999998,0
26.1,1,0,2021,9,14,0,21.9,0
25.5,1,0,2021,9,15,0,26.700000000000003,0
23.6,1,0,2021,9,16,0,20.25,0
23.2,1,0,2021,9,17,0,25.95,0
22.0,1,0,2021,9,18,0,20.25,0
21.1,1,0,2021,9,19,0,21.950000000000003,0
19.6,1,0,2021,9,20,0,25.1,0
18.6,1,0,2021,9,21,0,22.3,0
20.9,1,0,2021,9,22,0,30.65,1
20.8,1,0,2021,9,23,0,30.6,1
21.3,1,0,2021,9,24,0,27.15,0
23.4,1,0,2021,9,25,0,18.35,0
23.8,1,0,2021,9,26,0,22.05,0
22.5,1,0,2021,9,27,0,25.35,0
21.8,1,0,2021,9,28,0,25.400000000000002,0
21.8,1,0,2021,9,29,0,18.0,0
20.8,1,0,2021,9,30,0,20.4,0
20.1,1,0,2021,10,1,0,19.6,0
21.4,1,0,2021,10,2,0,21.45,0
23.6,1,0,2021,10,3,0,32.75,1
16.1,1,0,2021,10,4,0,20.0,0
18.3,1,0,2021,10,5,0,27.2,0
18.7,1,0,2021,10,6,0,20.15,0
17.8,1,0,2021,10,7,0,20.5,0
18.2,1,0,2021,10,8,0,18.55,0
17.6,1,0,2021,10,9,0,17.450000000000003,0
18.6,1,0,2021,10,10,0,15.95,0
17.6,1,0,2021,10,11,0,20.0,0
17.6,1,0,2021,10,12,0,21.35,0
17.2,1,0,2021,10,13,0,21.55,0
17.5,1,0,2021,10,14,0,18.85,0
18.2,1,0,2021,10,15,0,20.5,0
18.3,1,0,2021,10,16,0,18.9,0
18.0,1,0,2021,10,17,0,16.35,0
18.9,1,0,2021,10,18,0,17.4,0
19.7,1,0,2021,10,19,0,22.35,0
21.1,1,0,2021,10,20,0,30.799999999999997,1
18.4,1,0,2021,10,21,0,16.75,0
16.9,1,0,2021,10,22,0,17.1,0
15.1,1,0,2021,10,23,0,20.9,0
15.8,1,0,2021,10,24,0,22.1,0
15.9,1,0,2021,10,25,0,21.700000000000003,0
16.2,1,0,2021,10,26,0,21.55,0
15.6,1,0,2021,10,27,0,21.65,0
15.1,1,0,2021,10,28,0,20.0,0
17.1,1,0,2021,10,29,0,18.8,0
19.5,0,0,2021,10,30,0,30.2,1
19.0,1,0,2021,10,31,0,22.75,0
19.1,1,0,2021,11,1,0,25.200000000000003,0
15.4,1,0,2021,11,2,0,22.450000000000003,0
14.1,1,0,2021,11,3,0,18.75,0
11.5,1,0,2021,11,4,0,22.4,0
10.8,1,0,2021,11,5,0,22.25,0
11.1,1,0,2021,11,6,0,23.450000000000003,0
11.2,1,0,2021,11,7,0,24.5,0
12.9,1,0,2021,11,8,0,22.35,0
12.9,1,0,2021,11,9,0,26.700000000000003,0
13.7,1,0,2021,11,10,0,25.599999999999998,0
15.7,1,0,2021,11,11,0,36.55,1
15.3,1,0,2021,11,12,0,21.3,0
15.7,1,0,2021,11,13,0,19.2,0
14.3,1,0,2021,11,14,0,21.35,0
12.4,1,0,2021,11,15,0,17.05,0
10.8,1,0,2021,11,16,0,22.4,0
11.4,1,0,2021,11,17,0,22.35,0
10.8,1,0,2021,11,18,0,21.5,0
10.9,1,0,2021,11,19,0,21.700000000000003,0
11.2,1,0,2021,11,20,0,21.25,0
13.0,1,0,2021,11,21,0,19.549999999999997,0
12.2,1,0,2021,11,22,0,23.4,0
13.0,1,0,2021,11,23,0,42.2,1
12.1,1,0,2021,11,24,0,30.549999999999997,1
10.1,1,0,2021,11,25,0,20.7,0
9.9,1,0,2021,11,26,0,19.200000000000003,0
9.2,1,0,2021,11,27,0,27.75,0
7.8,1,0,2021,11,28,0,31.2,1
9.1,1,0,2021,11,29,0,22.15,0
9.2,1,0,2021,11,30,0,18.7,0
9.8,1,0,2021,12,1,0,23.5,0
10.9,1,0,2021,12,2,0,20.95,0
8.4,1,0,2021,12,3,0,19.75,0
12.1,1,0,2021,12,4,0,26.400000000000002,0
10.2,1,0,2021,12,5,0,31.65,1
9.0,1,0,2021,12,6,0,18.5,0
10.6,1,0,2021,12,7,0,20.6,0
12.3,1,0,2021,12,8,0,37.0,1
9.2,1,0,2021,12,9,0,26.85,0
13.7,1,0,2021,12,10,0,33.099999999999994,1
9.5,1,0,2021,12,11,0,19.1,0
10.9,1,0,2021,12,12,0,21.3,0
9.9,1,0,2021,12,13,0,21.25,0
9.2,1,0,2021,12,14,0,22.65,0
9.7,1,0,2021,12,15,0,23.25,0
9.1,1,0,2021,12,16,0,22.55,0
9.9,1,0,2021,12,17,0,22.45,0
9.1,1,0,2021,12,18,0,23.7,0
8.2,1,0,2021,12,19,0,23.8,0
7.5,1,0,2021,12,20,0,25.3,0
8.4,1,0,2021,12,21,0,22.950000000000003,0
10.0,1,0,2021,12,22,0,19.049999999999997,0
12.0,1,0,2021,12,23,0,18.45,0
12.8,1,0,2021,12,24,0,17.3,0
12.6,1,0,2021,12,25,0,18.2,0
12.2,1,0,2021,12,26,0,18.95,0
15.9,1,0,2021,12,27,0,23.05,0
16.8,1,0,2021,12,28,0,25.099999999999998,0
16.2,1,0,2021,12,29,0,21.1,0
13.9,1,0,2021,12,30,0,23.4,0
11.9,1,0,2021,12,31,0,20.5,0
11.2,1,0,2022,1,1,0,17.35,0
10.9,1,0,2022,1,2,0,16.45,0
11.4,1,0,2022,1,3,0,23.05,0
13.1,1,0,2022,1,4,0,23.1,0
10.4,1,0,2022,1,5,0,19.75,0
6.4,1,0,2022,1,6,0,25.3,0
6.0,1,0,2022,1,7,0,20.950000000000003,0
8.7,1,0,2022,1,8,0,20.45,0
12.4,1,0,2022,1,9,0,25.95,0
10.5,1,0,2022,1,10,0,22.35,0
10.3,1,0,2022,1,11,0,22.25,0
8.8,1,0,2022,1,12,0,18.45,0
6.4,1,0,2022,1,13,0,20.7,0
6.3,1,0,2022,1,14,0,24.25,0
6.4,1,0,2022,1,15,0,24.1,0
6.2,1,0,2022,1,16,0,24.4,0
6.8,1,0,2022,1,17,0,26.099999999999998,0
7.1,1,0,2022,1,18,0,23.05,0
6.8,1,0,2022,1,19,0,21.85,0
7.3,1,0,2022,1,20,0,23.95,0
6.5,1,0,2022,1,21,0,23.3,0
5.9,1,0,2022,1,22,0,24.45,0
5.9,1,0,2022,1,23,0,23.0,0
6.8,1,0,2022,1,24,0,21.85,0
7.2,1,0,2022,1,25,0,23.549999999999997,0
7.8,1,0,2022,1,26,0,22.8,0
8.4,1,0,2022,1,27,0,24.0,0
9.3,1,0,2022,1,28,0,25.4,0
9.4,1,0,2022,1,29,0,26.25,0
9.9,1,0,2022,1,30,0,23.5,0
10.1,1,0,2022,1,31,0,22.35,0
9.8,1,0,2022,2,1,0,20.2,0
11.9,1,0,2022,2,2,0,22.7,0
10.3,1,0,2022,2,3,0,21.55,0
10.9,1,0,2022,2,4,0,18.95,0
11.2,1,0,2022,2,5,0,15.899999999999999,0
10.7,1,0,2022,2,6,0,21.85,0
9.8,1,0,2022,2,7,0,20.7,0
10.6,1,0,2022,2,8,0,22.75,0
10.1,1,0,2022,2,9,0,20.8,0
9.0,1,0,2022,2,10,0,20.4,0
10.3,1,0,2022,2,11,0,19.3,0
10.6,1,0,2022,2,12,0,16.3,0
12.3,1,0,2022,2,13,0,28.049999999999997,0
13.6,1,0,2022,2,14,0,26.5,0
11.4,1,0,2022,2,15,0,18.65,0
11.3,1,0,2022,2,16,0,19.3,0
13.3,1,0,2022,2,17,0,21.45,0
12.3,1,0,2022,2,18,0,24.599999999999998,0
11.4,1,0,2022,2,19,0,16.1,0
10.1,1,0,2022,2,20,0,21.700000000000003,0
11.9,1,0,2022,2,21,0,21.75,0
11.3,1,0,2022,2,22,0,22.35,0
11.0,1,0,2022,2,23,0,22.1,0
12.2,1,0,2022,2,24,0,16.4,0
11.8,1,0,2022,2,25,0,18.5,0
11.1,1,0,2022,2,26,0,22.55,0
9.9,1,0,2022,2,27,0,18.0,0
11.8,1,0,2022,2,28,0,19.9,0
11.3,1,0,2022,3,1,0,18.200000000000003,0
11.0,1,0,2022,3,2,0,20.8,0
12.3,1,0,2022,3,3,0,22.85,0
12.0,1,0,2022,3,4,0,20.55,0
12.6,1,0,2022,3,5,0,20.15,0
10.4,1,0,2022,3,6,0,17.65,0
10.8,1,0,2022,3,7,0,19.75,0
9.1,1,0,2022,3,8,0,18.15,0
10.9,1,0,2022,3,9,0,18.95,0
11.8,1,0,2022,3,10,0,20.75,0
12.2,1,0,2022,3,11,0,17.8,0
12.4,1,0,2022,3,12,0,22.9,0
11.6,1,0,2022,3,13,0,20.9,0
13.2,1,0,2022,3,14,0,52.849999999999994,1
14.2,1,0,2022,3,15,0,52.25,1
14.1,1,0,2022,3,16,0,49.0,1
14.6,1,0,2022,3,17,0,40.4,1
14.8,1,0,2022,3,18,0,38.85,1
12.6,1,0,2022,3,19,0,38.5,1
12.8,1,0,2022,3,20,0,27.6,0
13.4,1,0,2022,3,21,0,41.5,1
12.5,1,0,2022,3,22,0,38.8,1
11.2,1,0,2022,3,23,0,34.8,1
11.9,1,0,2022,3,24,0,33.65,1
13.4,1,0,2022,3,25,0,39.3,1
12.9,1,0,2022,3,26,0,38.05,1
14.3,1,0,2022,3,27,0,26.5,0
13.2,1,0,2022,3,28,0,19.0,0
13.1,1,0,2022,3,29,0,28.9,0
12.7,1,0,2022,3,30,0,25.200000000000003,0
12.9,1,0,2022,3,31,0,21.5,0
10.7,1,0,2022,4,1,0,36.7,1
9.7,1,0,2022,4,2,0,35.95,1
7.0,1,0,2022,4,3,0,22.3,0
8.2,1,0,2022,4,4,0,25.0,0
9.9,1,0,2022,4,5,0,21.35,0
12.6,0,0,2022,4,6,0,22.9,0
13.9,0,0,2022,4,7,0,32.0,1
16.4,1,0,2022,4,8,0,31.55,1
15.6,1,0,2022,4,9,0,27.55,0
13.5,1,0,2022,4,10,0,19.65,0
13.3,1,0,2022,4,11,0,34.7,1
14.3,1,0,2022,4,12,0,46.3,1
13.7,1,0,2022,4,13,0,37.650000000000006,1
16.4,1,0,2022,4,14,0,30.05,1
18.3,1,0,2022,4,15,0,18.0,0
18.4,1,0,2022,4,16,0,20.6,0
16.7,1,0,2022,4,17,0,20.95,0
15.0,1,0,2022,4,18,0,18.2,0
14.5,1,0,2022,4,19,0,17.1,0
14.8,1,0,2022,4,20,0,43.55,1
12.9,0,0,2022,4,21,0,28.25,0
14.3,1,0,2022,4,22,0,24.150000000000002,0
14.4,1,0,2022,4,23,0,35.5,1
15.8,1,0,2022,4,24,0,28.65,0
14.9,1,0,2022,4,25,0,21.25,0
15.1,1,0,2022,4,26,0,19.85,0
15.9,1,0,2022,4,27,0,16.8,0
16.8,1,0,2022,4,28,0,22.5,0
17.8,1,0,2022,4,29,0,19.15,0
17.7,1,0,2022,4,30,0,17.05,0
17.2,1,0,2022,5,1,0,18.1,0
17.3,1,0,2022,5,2,0,21.1,0
16.2,1,0,2022,5,3,0,28.65,0
16.0,0,0,2022,5,4,0,22.4,0
16.5,1,0,2022,5,5,0,19.549999999999997,0
16.7,1,0,2022,5,6,0,21.0,0
17.1,1,0,2022,5,7,0,20.65,0
17.6,1,0,2022,5,8,0,18.1,0
18.3,1,0,2022,5,9,0,17.8,0
18.2,1,0,2022,5,10,0,24.65,0
18.0,1,0,2022,5,11,0,24.9,0
17.9,1,0,2022,5,12,0,17.0,0
17.8,1,0,2022,5,13,0,18.25,0
19.2,1,0,2022,5,14,0,18.6,0
20.1,1,0,2022,5,15,0,20.4,0
20.1,1,0,2022,5,16,0,17.05,0
20.4,1,0,2022,5,17,0,18.799999999999997,0
21.9,1,0,2022,5,18,0,17.3,0
21.9,1,0,2022,5,19,0,20.45,0
21.9,1,0,2022,5,20,0,17.950000000000003,0
22.8,1,0,2022,5,21,0,25.099999999999998,0
22.4,1,0,2022,5,22,0,23.9,0
21.8,1,0,2022,5,23,0,21.85,0
19.3,1,0,2022,5,24,0,22.55,0
17.8,1,0,2022,5,25,0,19.25,0
20.6,1,0,2022,5,26,0,21.5,0
21.1,1,0,2022,5,27,0,21.5,0
22.8,1,0,2022,5,28,0,21.45,0
20.8,1,0,2022,5,29,0,20.35,0
20.1,1,0,2022,5,30,0,20.35,0
20.5,1,0,2022,5,31,0,19.25,0
20.8,1,0,2022,6,1,0,19.9,0
21.2,1,0,2022,6,2,0,16.4,0
21.1,1,0,2022,6,3,0,12.8,0
21.9,1,0,2022,6,4,0,11.6,0
23.1,1,0,2022,6,5,0,10.4,0
23.1,1,0,2022,6,6,0,13.3,0
22.9,1,0,2022,6,7,0,12.1,0
22.7,1,0,2022,6,8,0,13.3,0
21.9,1,0,2022,6,9,0,13.9,0
22.3,1,0,2022,6,10,0,16.5,0
23.8,1,0,2022,6,11,0,13.5,0
24.4,1,0,2022,6,12,0,16.1,0
25.2,1,0,2022,6,13,0,12.2,0
24.5,1,0,2022,6,14,0,18.6,0
25.7,1,0,2022,6,15,0,21.700000000000003,0
25.7,1,0,2022,6,16,0,20.3,0
28.2,1,0,2022,6,17,0,17.4,0
26.3,1,0,2022,6,18,0,22.1,0
25.6,1,0,2022,6,19,0,29.35,0
25.2,1,0,2022,6,20,0,19.75,0
25.3,1,0,2022,6,21,0,16.65,0
24.1,1,0,2022,6,22,0,22.450000000000003,0
24.9,1,0,2022,6,23,0,24.299999999999997,0
24.6,1,0,2022,6,24,0,27.65,0
23.9,1,0,2022,6,25,0,19.85,0
23.9,1,0,2022,6,26,0,26.55,0
24.2,1,0,2022,6,27,0,25.85,0
23.6,1,0,2022,6,28,0,31.1,1
23.3,1,0,2022,6,29,0,23.4,0
23.8,1,0,2022,6,30,0,20.8,0
23.2,1,0,2022,7,1,0,20.45,0
23.2,1,0,2022,7,2,0,17.5,0
24.7,1,0,2022,7,3,0,17.950000000000003,0
25.8,1,0,2022,7,4,0,17.5,0
25.8,1,0,2022,7,5,0,20.05,0
24.7,1,0,2022,7,6,0,20.799999999999997,0
24.8,1,0,2022,7,7,0,26.799999999999997,0
24.9,1,0,2022,7,8,0,22.6,0
25.2,1,0,2022,7,9,0,22.7,0
25.4,1,0,2022,7,10,0,21.45,0
25.7,1,0,2022,7,11,0,19.25,0
26.0,1,0,2022,7,12,0,17.75,0
26.3,1,0,2022,7,13,0,18.8,0
25.9,1,0,2022,7,14,0,18.75,0
27.4,1,0,2022,7,15,0,22.45,0
28.1,1,0,2022,7,16,0,19.0,0
27.2,1,0,2022,7,17,0,20.05,0
25.8,1,0,2022,7,18,0,18.7,0
26.3,1,0,2022,7,19,0,16.450000000000003,0
26.7,1,0,2022,7,20,0,21.3,0
26.7,1,0,2022,7,21,0,24.599999999999998,0
27.1,1,0,2022,7,22,0,30.45,1
26.9,1,0,2022,7,23,0,21.200000000000003,0
27.4,1,0,2022,7,24,0,23.2,0
26.8,1,0,2022,7,25,0,22.950000000000003,0
26.8,1,0,2022,7,26,0,21.9,0
26.1,1,0,2022,7,27,0,21.65,0
26.8,1,0,2022,7,28,0,19.15,0
26.3,1,0,2022,7,29,0,22.9,0
26.7,1,0,2022,7,30,0,22.9,0
27.6,1,0,2022,7,31,0,19.049999999999997,0
27.7,1,0,2022,8,1,0,23.15,0
28.4,1,0,2022,8,2,0,22.4,0
27.9,1,0,2022,8,3,0,22.75,0
27.9,1,0,2022,8,4,0,21.55,0
26.3,1,0,2022,8,5,0,22.65,0
26.9,1,0,2022,8,6,0,23.55,0
27.3,1,0,2022,8,7,0,19.299999999999997,0
26.7,1,0,2022,8,8,0,19.799999999999997,0
27.6,1,0,2022,8,9,0,18.200000000000003,0
27.3,1,0,2022,8,10,0,23.45,0
27.3,1,0,2022,8,11,0,21.15,0
27.9,1,0,2022,8,12,0,33.65,1
28.1,1,0,2022,8,13,0,20.1,0
